cleave,v.,忠诚于…
cluster,v.,聚集
concur,v.,同意
convoluted,adj.,"难懂的, 复杂的"
cynicism,n.,认为人性自私
evocative,adj.,唤起的
flit,v.,快速移动
fluid,adj. ,流动的
hideous,adj.,丑陋吓人的
hypercritical,adj.,吹毛求疵的
impartial,adj.,"公正的, 不偏不倚的"
ineffable,adj. ,难以言表的
jaded,adj.,厌倦的，无聊的
leading,adj.,最重要的
misfeasance,n.,"过失, 不法行为"
nonchalant,adj.,漠不关心的
nostalgia,n.,思乡
paean,n.,赞美
pejorative,adj.,轻蔑的（话语）
plebeian,n.,平民，粗俗的人
posture,n.,"态度, 立场"
propagate,v.,"宣扬, 宣传"
quixote,n.,爱空想的人
quizzical,adj.,好奇而疑惑的
spendthrift,n.,挥霍的人
straddle,v.,横跨
synopsis,n.,概要
tentative,adj.,试探性的，临时的
tepid,adj.,"冷淡的, 不热情的"
trivial,adj.,不重要的
verve,n.,"热情, 活力"
weather,v., 渡过（危机）
abandon,n.,放纵
acrimony,n.,"尖刻, 犀利"
affiliate,v.,附属
anatomize,v.,解剖
balloon,v.,快速上升
celebrated,adj.,出名的
coincide,v.,碰巧
concrete,adj.,真实的
congruous,adj.,"一致的, 适合的"
curt,adj.,语言简练的
delightful,adj.,"（形容事物）令人愉悦的, 令人高兴的"
disavow,v.,否认
disgorge,v.,吐
downcast,adj.,"不开心的, 沮丧的"
drudgery,n.,苦工
entrust,v.,"委托, 托付"
exploit,v.,充分利用
feign,v.,假装
feminism,n.,女权主义
fissure,n.,裂缝
flip,v.,翻动
fluster,v.,使...不安
guzzle,v.,狂饮
impolitic,adj.,不明智的
impregnable,adj.,坚固的
intermediary,adj.,（作为）中间人(的)
martinet,n.,要求严格纪律的人
monotonous,adj.,单调的
omnipresent,adj.,处处都有的
ploy ,n.,策略
preternatural,adj.,异乎寻常的
propound,v.,提出…供考虑
resilient,adj.,能（从困境中）恢复的
rive,v.,劈开
satire,n.,"讽刺, 嘲讽"
sheer,adj.,完全的
shoulder,v.,承担
slavish,adj.,缺乏创造力的，盲目模仿的
soft-pedal,v.,"弱化, 减缓...的影响"
tortuous,adj.,复杂难懂的
traumatic,adj.,心灵受创伤的
veer,v.,改变方向
airtight,adj.,"密封的, 不透气的"
anathema,n.,极其讨厌的人或事
archaic,adj.,过时的
autonomous,adj.,自治的
backbone,n.," 支柱, 支撑"
bland,adj.,无聊的
braggadocio,n.,"自夸, 吹牛大王"
canary,n.,金丝雀
circumstantial ,adj.,详细的
claustrophobic,adj.,狭小而引起不适的
cloying,adj. ,令人腻烦的
coerce,v. ,强制
conclusive,adj.,"终结的, 最终的"
concomitant,adj.,"相伴随的, 与...同时发生的"
devastate,v.,严重破坏
disintegrate,v.,瓦解
ecumenical,adj.,"多元的, 普遍的"
embody,v.,体现
equilibrium,n.,平衡
fealty,n.,忠诚
finicky,adj.,挑剔的
flummery,n.,假恭维
forage,v.,寻找（食物）
forestall,v.,阻止
glamorous,adj.,有吸引力的
glib,adj.,即兴的
half-formulated,adj.,新出现的
ideologue,n.,理论家，提倡者
illustrious,adj.,杰出的
inertia,n.,"不动, 不活跃"
inform,v.,通知
listless,adj.,没精打采的
malfeasance,n.,违法行为
moderate,v.,使缓和
neutralize,v.,"抵消, 使无效"
niche,n.,小众市场
paraphernalia,n.,"行头, 装饰品"
playwright,n.,剧作家
preeminent,adj.,"杰出的, 独一无二的"
premonitory,adj.,警告的
recrudesce,v.,复发
self-defeating,adj.,"违背自己利益的, 弄巧成拙的"
shrill,v.,尖叫
snobbish,adj.,自命不凡的
tout,v.,兜售
unqualified,adj.,完全的
upbeat,adj.,"积极乐观的, 愉快的"
vanguard,n.,先锋
winnow,v.,筛选
accent,v.,发重音
amid,prep.,在…之中
asperity,n.,态度粗暴
auspicious,adj.,"吉兆的, 幸运的"
backfire,v.,"事与愿违, 起反作用"
beholden,adj.,亏欠的
chauvinistic,adj.,极端爱国的
consolidate,v.,巩固
copious,adj.,大量的
counterfeit,adj.,伪造的
crave,v. ,极度渴望
deft,adj.,灵巧的
disown,v.,否认
domesticate,v.,驯服
dull,adj.,无聊的
eligible,adj.,合格的
equable,adj.,平静的
factotum,n.,杂工
gossamer,adj.,"轻而薄的, 虚无缥缈的"
guild,n.,协会
hoax,v.,欺骗
identical,adj.,完全一样的
impudent,adj.,无礼的
inverse,adj.,相反的
invoke,v.,引述
jubilation,n.,"高兴, 喜悦"
justification,n.,理由
laudatory,adj.,赞美的
lengthy,adj.,冗长的
meticulous,adj.,谨慎的
nonplus,v.,"使困惑, 使不知所措"
nuance,n.,小差异
objectionable,adj.,令人反感的
optimism,n.,乐观
overwrought,adj.,情绪激动或不高兴的
panorama,n.,全面展示
perfidious,adj.,不可信赖的
ponder,v.,"沉思, 仔细思考"
prevaricate,v.,"搪塞, 闪烁其词"
provident,adj.,节俭的
sectarian,adj.,狭隘的
sparkling,adj.,闪闪发光的
streamline,v.,简化
subsequent ,adj.,"后来的, 随后的"
whet,v.,削尖
wilt,v. ,萎蔫，衰弱
abuse,v.,滥用
animus,n.,敌意
austere,adj.,"朴素的, 没有装饰的"
baffle,v.,使...困惑
becoming,adj.,"（尤指有吸引力的）得体的, 合适的"
budding,adj.,新出现的
capitulate,v. ,投降
chagrin,n.,"苦恼, 烦恼"
contract,v.,招致
cow,v.,恐吓
credential,n.,证明
crestfallen,adj.,沮丧的
deleterious,adj.,有害的
dismissal,n.,免职，开除
dovish,adj.,爱好和平的
dubious,adj.,"可疑的, 不确定的"
ecstatic,adj.,特别高兴的
endow,v.,赋予
forerunner,n.,先驱
fusty,adj.,过时的
halt,v.,停止
levity,n.,"不严肃, 轻浮"
materialize,v.,实现
panache,n.,炫
parochial,adj.,地方的
plangent,adj.,悲哀的
plaudit,n.,鼓掌，喝彩，赞扬
profound,adj.,深刻的
rambling,adj.,"跑题的, 冗长的"
reminiscent,adj.,引起回忆的
rhapsody,n.,慷慨激昂的说辞
rosy,adj.,乐观的
sidestep,v.,"回避, 绕过"
subject,v.,屈服
trenchant,adj.,尖酸刻薄的
truncate,v.,缩短
unconscionable,adj.,"丧心病狂的, 违背良心的"
underplay,v.,"轻描淡写, 低估"
unexampled,adj.,史无前例的
verge,n.,边缘
wallow,v.,沉溺于
adamant,adj.,固执的
albeit,conj. ,即使
apologist,n.,辩护人
cautious,adj. ,小心谨慎的
commend,v.,赞美
confiscate,v.,没收
decorous,adj.,得体的
de-emphasize,v.,降低…的重要性
dispute,v.,"争辩, 反对"
distinctive,adj.,独特的，显著区别的
equivocal,adj.,"模棱两可的, 有歧义的"
fervent,adj.,"情感强烈的, 热烈的"
goad,v.,刺激
grapple,v.,抓住
humility,n.,谦虚
inching,n.,缓慢移动
insulate,v.,"绝缘, 绝热, 隔音"
inveigle,v.,诱骗
laurel,n.,荣誉
necessitate,v.,使成为必要
notorious,adj.,臭名昭著的
patrimony,n.,"继承, 世袭"
peerless,adj.,无与伦比的
peregrination,n.,"长途旅行,游历"
predispose,v.,使....易受感染
prowess,n.,"（超凡的）技巧, 能力"
pugnacious,adj.,好争斗的
recondite,adj.,难懂的
revive,v.,使...复苏
riddle,n.,"难题, 谜题"
riot,n.,暴乱
shelve,v.,搁置
taciturn,adj.,沉默寡言的
tedious,adj.,冗长无聊的
tractable,adj.,"易管理的, 易控制的"
transparent,adj.,透明的
trendy,adj.,时髦的
adept,adj.,精通的
bleak,adj.,"阴暗的, 阴郁的"
brandish,v.,炫耀
coax,v.,诱骗
consilience,n.,"一致, 符合"
demanding,adj.,费力的
eclectic,adj.,多元的
edify,v.,启迪
esoteric,adj.,难懂的
fester,v.,恶化
forgo,v.,放弃(优势)
frugal,adj.,节俭的
gaiety,n.,欢快
hefty,adj.,又大又重的
highlight,v.,使...突出
hysteria,n.,歇斯底里，情绪失控
indignant,adj.,非常愤怒的
indisputable,adj.,不容置疑的
infectious,adj.,传染的
invert,v. ,颠倒，倒置
juvenile,adj.,"幼稚, 不成熟的"
locale,n.,地点
long,v.,渴望
nexus,n.,连接
obdurate,adj.,固执的
opprobrium,n.,辱骂
prompt,v.,"促进, 激起"
resemble,v.,与...相似
respite,n.,"暂歇, 休息"
skittish,adj.,多变的
soporific,adj.,令人昏昏欲睡的
testimony,n.,"证词, 证据"
underlie,v.,"成为...根据, 基础"
unilateral,adj.,单方面的
utilitarian,adj.,  实用的
wary,adj.,谨慎小心的
alacrity,n.,欣然同意
appraise,v.,评估
baneful,adj.,有害的
belligerent,adj.,好斗的
bore,n.,无聊的人
bottleneck,v.,阻塞，妨碍
confound,v.,使困惑
elusive,adj.,难懂的
endorse,v.,公开支持
exultant,adj.,狂喜的
fecund,adj.,多产的
fringe,adj.,"次要的, 边缘的, 不重要的"
heterogeneous,adj.,"组成多样的, 混合的"
invective,n.,"辱骂, 侮辱"
jejune,adj.,无聊的
leak,v.,泄漏信息
negligible,adj., 可忽略的，不重要的
oddball,n.,古怪的人
physical,adj.,实体的
polarize,v.,使...两极化
precipitate,v.,加速
proverbial,adj.,家喻户晓的
pursuit,n.,事业
pushover,n.,易被打败的人
rehash,v.,（没有实质改变地)重提
second,v.,同意
sideshow,n.,附带事件，小事
slur,n.,诽谤
sophisticated,adj.,"精于世故的, 老练的"
stunning,adj.,令人印象深刻的
tenacious,adj.,坚定的
unmistakable,adj.,"清晰的, 一目了然的"
utilitarianism,n.,功利主义
vagary,n.,反复无常
absorbing,adj.,吸引人的
ameliorate,v.,"改善, 提升"
asset,n.,有价值的人或事
asseverate,v.,郑重声明
attune,v.,使协调一致
circuitous,adj.,"兜圈子的, 不直接的"
clergy,n.,"神职人员, 牧师"
comb,v.,"仔细检查, 仔细搜寻"
consensus,n.,意见一致
contemptuous,adj.,鄙视的
conversant,adj.,熟悉的
cosmopolitan,adj.,见多识广的
expedite,v.,"加速, 加快"
fabricate,v.,"编造, 捏造"
facet,n.,某一方面
flout,v.,"蔑视, 鄙视"
fortuitous,adj.,偶然的
gloomy,adj.,悲伤的
heterodox,adj.,"异端邪说的, 非主流观点的"
hyperbole,n.,夸张
incontrovertible,adj.,不容质疑的
intrude,v.,闯入
linkage,n.,"连接, 联结"
mandate,v.,命令
modicum,n.,少量
moody,adj.,喜怒无常的
palpable,adj.,可感知的
prodigy,n.,神童
proponent,n.,支持者
prudent,adj.,谨慎的
recalcitrant,adj.,顽固的
roost,v.,栖息
sate,v.,"使…厌倦, 使...腻烦"
scathing,adj.,尖酸刻薄的
unimpeachable,adj.,毋庸置疑的
voracious,adj.,贪婪的
wistful,adj.,"渴望的,思念过去的"
abhor,v.,厌恶
acknowledge,v.,感谢
annihilate,v.,"毁灭, 毁坏"
appreciate,v.,升值
clamorous,adj.,吵吵闹闹的
conjure,v.,想象出
contingent,adj.,依情况而定的
convincing,adj.,有说服力的
counterbalance,n. ,"平衡, 抵消"
crass,adj.,粗鲁的
duel,v.,反对
encomium,n.,赞美
envy,v.,嫉妒
erode,v.,腐蚀
experimental,adj.,"新颖的, 创新的"
fell,v.,砍树
hereabouts,adv.,在附近
implore,v.,"恳求, 哀求"
incumbent,n.,在职官员
legitimate,adj.,合法的
long-winded,adj.,冗长无聊的
meld,v.,混合
monogamy,n.,一夫一妻制
onerous,adj.,"繁重的, 费力的"
plentiful,adj.,慷慨的
purveyor,n.,供应商
scant,adj.,稀缺的
shoddy,adj.,劣质的
simpleton,n.,呆子，傻子
spiteful,adj.,恶毒的
subdue,v.,"征服, 打败"
subsist,v.,"维持生存, 生存下去"
surplus,n.,"多余, 过量"
taint,v.,"玷污, 破坏"
triumph,n.,"胜利, 成就"
voluble,adj. ,"健谈的, 话多的"
whisk,v.,迅速送走（人或事物）
agglomerate,v.,聚集
analgesic,n.,止痛药
bewilder,v.,使...困惑
blunt,adj.,直率的
brackish,adj.,令人恶心的
cajole,v.,哄骗
condemn,v.,谴责
disgruntle,v.,使...不高兴
downsize,v.,缩小
exhilarate,v.,使...喜悦或兴奋
expatriate,v.,驱逐
falsehood,n.,"谎言, 谬论"
fixate,v.,"注视, 全神贯注"
garrulous,adj.,话多的
impugn,v.,（因人不诚实而）批评抨击
incursion,n.,"侵入, 侵犯"
legible,adj.,清楚的，易读的
loath,adj.,不情愿的
lopsided,adj.,不均衡的
magnanimous,adj.,"大度的, 慷慨的"
mercenary,adj.,唯利是图的
oratorical,adj.,口才的
perpetuate,v.,"持续, 使...继续"
plagiarize,v.,抄袭
proofread,v., 校对
providential,adj.,"幸运的, 凑巧的"
quiescent,adj.,"静止的, 不活跃的"
revel,v.,陶醉
seminal,adj.,非常有影响力的
spike,v.,（短期大幅）上升
uncharacteristic,adj.,"不典型的, 不寻常的"
verisimilitude,n.,逼真
acute,adj.,严重的，关键的
altruism,n.,"无私, 利他主义"
arcane,adj.,难懂的，鲜为人知的
archive,v. ,"存档, 保存"
ascribe,v.,归因于
champion,n.,支持者
clangorous,adj.,"叮当响的, 响亮的"
collectivism,n.,集体主义
curtail,v.,削减
dainty,adj. ,小巧精致的
designate,adj.,"指定的, 选定的"
emphatic,adj.,着重强调的
encapsulate,v.,简要概括
fastidious,adj.,"小心谨慎的, 挑剔的"
frown,v.,皱眉
hasty,adj.,"快速的, 仓促的"
indebted,adj.,感激的
induce,v.,诱导
innate,adj.,天生的
insouciance,n.,"无忧无虑, 不操心"
inure,v.,习惯于（不好的事物）
invidious,adj.,令人反感的
meddle,v.,干涉
moralistic,adj.,说教的
multifarious,adj.,各种各样的
opaque,adj.,难懂的
persevere,v.,坚持
qualify,v.,限制
ramification,n.,"结果, 后果"
recollect,v.,记忆
redoubtable,adj.,令人肃然起敬的
trio,n.,"三足鼎立, 三个一组"
vernacular,adj.,"口头语的, 俗语的"
antiquated,adj.,"老旧的, 过时的"
apex,n.,"最高点, 顶峰"
assail,v.,"批评, 攻击"
assume,v.,假装
bellwether,n.,领导者
civil,adj.,公民的
collective,adj.,集体的
confide,v.,吐露
consequential,adj.,重要的
displace,v.,驱逐
exacerbate,v.,使...恶化
exalt,v.,赞美
florid,adj.,"过分修饰的, 花哨的"
frank,adj.,真诚的
inquisitive,adj. ,好奇的
nullify,v.,使...无效
outmoded,adj.,过时的
promise,n.,前景光明
relinquish,v.,放弃
rigid,adj.,僵硬的
robust,adj.,强壮的
shackle,v. ,阻碍
sham,adj.,虚假的
suffice ,v.,足够
valediction,n.,告别 
adjacent,adj.,相邻的
antidote,n. .,解药
apostle,n.,狂热的支持者
backhanded,adj.,不直接的
byword,n.,"典型, 代名词"
calumny,n.,诽谤
cataclysm,n.,n. 灾难
complaint,n.,抱怨
contest,v.,"质疑, 否认"
dilute,v.,"削弱, 减轻"
disclose,v.,"揭发, 揭露"
exert,v.,使用
hands-off,adj.,不干涉的，不插手的
hitch,n.,"（隐形的）问题, 难题"
obtrude,v.,"强迫, 强加于"
palatable,adj.,美味的
partisan,n.,"强硬支持者（盲目的, 偏见的, 不理性的支持）"
peripheral,adj. ,不重要的
platitudinous,adj.,平凡的，陈腐的
propaganda,n.,政治宣传
rebut,v.,驳斥
reconcile,v.,调和
residual,adj.,"剩余的, 残留的"
retrofit,v.,翻新
roil,v.,使...混乱
salubrious,adj.,有益健康的
simplistic,adj.,过于简化的
waggish,adj.,诙谐的
wooden,adj.,"僵硬的，呆板的
"
alter,v.,改变
ambivalent,adj.,（情感、态度）矛盾的
aver,v.,断言
base,adj.,卑鄙的
boycott,v.,抵制
bravado,n.,装作勇敢
compile,v.,编辑
contingency,n.,可能事件
doom,v.,注定（失败）
exempt,adj.,被免除的
facilitate,v.,"辅助, 帮助"
formulaic,adj.,"刻板的, 俗套的"
gravitate,v.,"被吸引到..., 倾向"
hand-wringing,n.,焦虑的、绝望的言谈举止
inattention,n.,"不留心, 不注意"
incompatible,adj.,"无法共存的, 不可兼容的"
loose,adj.,松弛的
might,n.,"力量, 权力"
misgiving,n.,不安
mollify,v.,安抚
needy,adj.,贫穷的
neologism,n.,"新词, 新意思"
perceptive,adj.,"有洞察力的, 敏锐的"
pinnacle,n.,顶点
privation,n. ,贫穷，匮乏
rebuke,v.,"指责, 非难"
reparation,n.,修理
seditious,adj.,煽动叛乱的
stanch,v.,阻止
swift,adj.,快速的
unerring,adj.,一贯准确的
unrelenting,adj.,不屈的
vulgar,adj.,粗俗的
willful,adj.,固执任性的
audacious,adj.,"大胆的, 无畏的"
boast,v.,吹嘘
brag,v.,"吹嘘, 炫耀"
chic,adj.,时尚的
culmination,n.,"最终, 结果"
dense,adj.,浓密的
devoid,adj.,缺乏的
dichotomy,n.,矛盾的事物
digress,v.,"偏题, 跑题"
divisive,adj.,"引起争议的, 引起分裂的"
extol,v.,赞美
fatal,adj.,致命的
fathom,v.,理解
gourmand,n.,吃货
imperial,adj.,帝国的
implicate,v.,牵涉
leveling,n.,使平等，使一致
no-nonsense,adj.,直接的，不允许的不相干的事（话）的
numinous,adj.,超自然的
opportunistic,adj.,"机会主义的, 投机的"
perilous,adj.,危险的
prodigal,adj.,奢侈浪费的
pronounced,adj.,"显著的, 明显的"
prophet,n.,"先知, 预言者"
quibbler,n.,吹毛求疵的人
recoil,v.,畏缩
salient,adj.,"明显的, 显眼的"
self-regard,n.,自私自利
square,v.,符合，一致
straggle,v.,迷路
transgress,v.,"违反, 违背"
versatile,adj.,多变的
acolyte,n.,助手
anemia,n.,缺乏活力
applaud,v. ,"赞美, 支持"
bestow,v.,"授予, 给予"
bitter,adj.,"怨恨的, 气愤的"
block,v.,"阻碍, 妨碍"
buoy,v.,使浮起来 
cagey,adj.,小心的；谨慎的
cavalier,adj.,随便的，轻蔑的
egalitarianism,n.,平等主义
equitable,adj.,"平等的, 公平的"
grave,adj.,严肃的
idle,adj. ,空闲的
infuriate,v.,使...愤怒
innocuous,adj.,无害的
insular,adj.,孤立的
insurrection,n.,造反
noisome,adj.,"有害的, 恶臭的"
obstreperous,adj.,"不服管的,桀骜不驯的"
ooze,v.,渗出
preservationist,n.,保护主义者
recuse,v.,取消资格
restless,adj.,不安的
revere,v.,尊敬
slapdash,adj.,"草率的, 粗心大意的"
slipshod,adj.,粗心大意的
stonewall,v.,拒绝合作
transitory,adj.,短暂的
triumvirate,n. ,三足鼎立
tug,v.,用力拉
unfettered,adj.,"不受限制的, 自由的"
witty,adj.,机智幽默的
anomalous,adj.,"不寻常的, 异常的"
apprehend,v.,逮捕
cynical,adj.,认为人性自私的，愤世嫉俗的
ethos,n.,"（团体的）气质, 氛围, 信仰等"
humanitarian,adj.,"人道的, 博爱的"
impressionable,adj.,易受影响的
license,n.,自由
maverick,n.,标新立异之人
menace ,v.,威胁
overt,adj.,明显的
pilfer,v.,盗用
prescribe,v.,规定
qualm,n.,不安
quixotic,adj.,不切实际的
rebound,v.,从挫败中恢复
remedy,v.,"补救, 完善"
serendipitous,adj.,偶然的
steadfast,adj.,坚定不移的
understate,v.,"少说, 少报"
varnish,v.,装饰
wield,v.,使用
zealot,n.,狂热者
abstraction,n.,"抽象, 概要"
adulation,n.,"恭维, 吹捧"
associate,n.,"同事, 伙伴"
bogus,adj.,假的
boredom,n. ,厌倦
brink,n.,(事情发生的) 边缘
bureaucracy,n.,官僚机构
contain,v.,限制
contentious,adj.,引起争议的
convivial,adj.,"好交际的, 欢聚的"
derogate,v.,贬低
divest,v.,剥夺
forsake,v.,放弃
guru,n.,领袖
hodgepodge,n.,"混杂, 混合物"
jeopardize,v.,使...危险
ludicrous,adj.,滑稽可笑的
molder,v.,"腐烂, 退化"
oust,v.,驱逐
peaceable,adj. ,和平的，温顺的
peripatetic,adj.,巡游的
repertoire,n. ,全部节目
subtle,adj.,难以理解的
timely,adv.,合时宜地
virtually,adv.,几乎
accede,v.,同意
adhere,v.,"依附于…,坚持"
aimless,adj., 漫无目的的
arrest,v.,阻止
confer,v.,"授予, 给予"
controversial,adj.,有争议的
decrepitude,n.,衰老
defer,v.,推迟
diffident ,adj.,"缺乏自信的, 胆怯的"
diminutive,adj.,极小的
disparage,v.,鄙视
divergent,adj.,不同的
economy,n.,节省
enliven,v.,使活跃
ensue,v. ,紧随其后
impede,v.,阻碍
impersonal,adj. ,没有人情味的
insidious,adj.,"阴险的, 暗中为害的"
momentous,adj.,重要的
monolithic,adj.,庞大而僵硬的
open-ended,adj.,开放的
particularize,v.,详细阐述
rail,v.,"抨击, 批评"
shriek,v.,"叫喊, 尖叫"
spartan,adj.,简朴的
teem,v.,充满
untoward,adj.,不利的
yearn,v.,强烈渴望
abet,v.,"怂恿, 支持, 教唆（犯罪）"
accountable,adj.,（对某事）负责任的
antagonistic,adj.,敌对的
attain,v.,"达到, 获得"
bent,adj.,有倾向的
diatribe,n.,谩骂
disconcerting,adj.,令人不安的
diverse,adj.,"多样的, 不同的"
dour,adj.,"严肃的, 阴郁的"
euphoria,n.,特别高兴
improvise,v.,即兴表演
intelligible,adj.,可以理解的
lockstep,n., 因循守旧；步调一致
observant,adj.,"观察仔细的,善于观察的"
omnivorous,adj.,杂食的
pillory,v.,批评
preponderance ,n.,(数量上的）优势
protract,v.,延长
rapprochement, n.,"友好, 和谐"
redeem,v.,赎罪
requisite,adj.,必要的
savor,v.,享受
screed,n.,冗长，单调的说话或者文章
sluggish,adj.,迟钝的
synoptic,adj. ,摘要的
valorize,v.,规定价格（引申为赞美）
vivacious,adj.,活力四射的
anthropogenic,adj.,人为的
bookish,adj.,书呆子气的
callous,adj.,冷漠的
callow,adj.,"幼稚的, 稚嫩的"
clandestine,adj.,"秘密的, 隐蔽的"
contemplate,v.,深入思考
dazzle,v.,"使…目眩, 使...惊叹"
demonstrable,adj.,可证明的
discontinue,v.,终止
genteel,adj.,"有教养的, 彬彬有礼的"
lurid,adj.,"令人震惊的, 耸人听闻的"
offhand,adj., 即时的；未经准备的
oppressive,adj.,压迫的
ostensible,adj.,"表面的, 虚假的"
ostentatious,adj.,炫耀的
pathetic,adj.,可怜的
quintessential,adj.,"精华的, 典型的"
recant,v.,（公开正式的）否认
render,v.,使...进入某种状态
sanctimonious,adj.,"假装道德高尚的, 假正经的"
scorn,v.,"鄙视, 嘲笑"
solace,v. ,安慰
speculate,v.,"推测, 猜测"
spur,v.,刺激
token,n. ,象征
virtuoso,n.,艺术品鉴赏家
august,adj.,"庄严的, 肃穆的"
agreeable,adj.,适合的
apprentice,n.,新手
arboreal,adj.,树的
betoken,v.,预示
bountiful,adj.,丰富的
circumscribe,v.,限制
clairvoyance,n.,洞察力
dampen,v.,"抑制, 削弱"
demographic,adj.,与人口统计有关的
dilettante,n.,"半吊子, 业余的人, 一知半解的人"
elicit,v.,引起
emulate,v.,模仿，通过模仿而超越
evenhanded,adj.,公平的
execrate,v.,痛斥
expository,adj.,"解释的, 阐释的"
imperil,v.,使处于危险
itinerant,adj.,巡游的
leaven,v.,"使...生动, 使...更有趣"
metaphor,n.,比喻
murky,adj.,昏暗的
obtrusive,adj.,显著的，突兀的
occlude,v.,阻塞
outdo,v.,"超过, 胜过"
overshadow,v.," 超出, 超过"
rectitude,n.,正直
spearhead,n.,先锋部队
allure,v.,引诱
appropriate,adj.,合适的
check,v.,阻止
coruscate,v.,"闪烁, 闪光"
deteriorate,v.,恶化
discredit,v.,拒绝承认
discrepancy,n.,差异
disseminate,v.,"传播, 散布"
dissent,v.,持不同意见
endanger,v.,危害 
free-for-all,n.,"混战, 多人为所欲为的失控场面"
gracious,adj.,有礼貌的
hectic,adj.,非常忙碌的
immediate,adj. ,紧靠的，最接近的
impertinent,adj.,粗鲁的
impose,v.,把…强加于
insatiable,adj.,无法满足的
lavish,adj.,奢华的
magisterial,adj.,权威的
minuscule,adj.,微小的
presuppose,v.,假定
provision,n.,"预备, 预先采取的措施"
reliable,adj.,（结论、模型等）可靠的
rue,n.,后悔
thrive,v.,兴旺发达
accentuate,v.,强调
apocryphal,adj. ,"被人们普遍接受却不正确的, 假的"
baroque,adj.,"奢华的, 复杂的"
cloak,v.,"伪装, 掩盖"
commonplace,n.,"平庸, 普通"
compulsory,adj.,强制的
debonair,adj.,彬彬有礼的
fetch,v.,卖得(某个价格）
fuel,v. ,支撑，支持
grouchy,adj.,"易怒的, 脾气不好的"
incivility,n.,不礼貌
interlope,v.,"入侵, 干涉"
iterate,v.,"重说一遍, 重做一遍"
meander,v.,漫无目的地走动
mighty,adj.,强大的
modish,adj.,时髦的
novice,n.,新手
pan,v.,严厉批评
pedant,n.,卖弄学问的人
phenomenal,adj.,出众的
plastic,adj.,能适应的，灵活的
replenish,v.,"补充, 修复"
self-righteous,adj.,自以为是的
spew,v.,"喷出, 涌出"
thenceforth,adv.,此后，从那时开始
vindicate,v.,证明...的清白
visionary,adj.,有远见的
acclaim,v.,"欢呼, 喝彩"
assuage,v.,"安抚, 缓和"
avaricious,adj.,贪婪的
canonical,adj.,（书籍等在某个领域）经典之作的
eminent,adj.,杰出的
forbidding,adj.,"令人畏惧的, 可怕的"
fraudulent,adj.,欺诈的
hoard,v.,贮藏
insightful,adj.,有洞察力的
lapse,v.,停止
mimic,v.,模仿
mince,v.,装腔作势
misanthrope,n.,厌恶人类的人，愤世嫉俗的人
obligatory,adj.,"强制的, 必须的"
overthrow,v.,推翻
placid,adj.,平静的
rigorous,adj.,严格的
sift,v.,"分离, 筛选"
sophist,n.,哲学家
subtext,n.,潜台词
wholesale,adj.,大规模的
abyss,n.,深渊（指危险的处境）
amorphous,adj.,无固定形状的
appeal,v.,"呼吁, 恳求"
assimilate,v.,吸收
bombard,v.,（如炸弹般）攻击（人或事物）
contrive,v. ,设计
demise,n.,"死亡, 灭亡"
despotic,adj. ,"独裁的, 专制的"
egregious,adj.,极坏的
hard-nosed,adj.,顽强的
mediate,v.,调解
outnumber,v.,（数量上）超过
panacea,n.,万能灵药
petty,adj.,"不重要的, 次要的"
prominent,adj.,著名的
resourceful,adj.,足智多谋的
revitalize,v.,使...复活
rudimentary,adj.,基本的
score,v.,获得....成就
spell,n.,（一段）时间
tautology,n.,赘述
untrammeled,adj.,自由的
verifiable,adj.,可验证的
amiss,adj.,错误的
apolitical,adj.,对政治不感兴趣的
apposite,adj.,"合适的, 相关的"
bristle,v.,"生气, 愤怒"
clueless,adj.,无知的
composed,adj.,冷静的
curator,n.,管理者
dearth,n.,缺乏
dualism,n.,二元论
exonerate,v.,"免罪, 免责"
extraneous,adj.," 不重要的, 不相关的"
foresight,n.,远见
insolent,adj.,无礼的
intact,adj.,完整的
intoxicate,v.,"使...陶醉, 沉醉"
malodorous ,adj.,"难闻的, 恶臭的"
mockery,n.,嘲笑
mount,v.,上升
occasion,v.,引起
orientation,n.,"取向, 态度"
pecuniary,adj.,金钱的
preside,v.,"主持, 负责"
profligate,adj.,"奢侈的, 花钱大手大脚的"
provincial,adj.,眼光狭隘的
regimen,n.,"统治, 政府统治"
scrupulous,adj.,小心谨慎的
surrogate,v.,代理
tonic,adj.,有益健康的
vitriolic,adj.,尖酸刻薄的
whit,n.,少量
defy,v.,"不遵守,不服从, 抵抗"
insensitive,adj.,"漠视的, 不在乎的"
objurgation,n.,"斥责, 非难"
recrudescent,adj.,复发的
sacrosanct,adj.,神圣而不可侵犯的
trumpet,v.,鼓吹
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
